,ids,exp
5434,79,4
5435,6530,23
5436,6038,8
5437,4907,12
5438,6575,10
5439,4201,12
5440,4492,7
5441,299,2
5442,3101,7
5443,2066,7
5444,4613,9
5445,238,9
5446,1874,8
5447,5718,10
5448,5248,10
5449,6119,16
5450,781,8
5451,1005,7
5452,5577,3
5453,4483,5
5454,1250,3
5455,4456,7
5456,3398,20
5457,1974,3
5458,4541,1
5459,180,1
5460,3526,3
5461,6326,16
5462,6051,2
5463,4581,16
5464,929,4
5465,5866,3
5466,4412,13
5467,3764,1
5468,3890,5
5469,6577,35
5470,3296,1
5471,213,1
5472,3650,7
5473,4892,6
5474,1122,9
5475,5805,6
5476,3389,6
5477,2953,1
5478,5530,4
5479,2433,8
5480,5852,13
5481,3774,18
5482,2538,5
5483,2785,9
5484,639,7
5485,1381,11
5486,2345,2
5487,4052,7
5488,400,13
5489,4871,1
5490,3353,4
5491,3196,12
5492,2384,11
5493,292,7
5494,5915,24
5495,889,13
5496,6301,16
5497,1136,8
5498,4678,12
5499,6,4
5500,2419,7
5501,4187,5
5502,5471,6
5503,5327,2
5504,2143,11
5505,557,4
5506,2287,8
5507,5380,9
5508,4911,2
5509,6338,11
5510,3904,19
5511,6259,10
5512,1350,18
5513,4449,6
5514,4381,10
5515,2474,10
5516,1917,6
5517,1823,7
5518,1513,3
5519,4081,18
5520,3564,6
5521,4424,20
5522,4623,9
5523,1973,2
5524,757,5
5525,2965,4
5526,6524,4
5527,6196,5
5528,332,20
5529,4033,6
5530,4841,13
5531,622,10
5532,5339,3
5533,1349,7
5534,390,7
5535,6223,6
5536,112,3
5537,5753,10
5538,636,9
5539,5484,6
5540,3592,5
5541,4308,13
5542,2652,11
5543,4882,8
5544,3048,6
5545,3939,8
5546,1922,2
5547,745,2
5548,5452,2
5549,6278,3
5550,3851,11
5551,524,7
5552,56,11
5553,241,5
5554,2784,2
5555,531,3
5556,715,8
5557,3354,25
5558,2840,6
5559,6262,6
5560,3307,3
5561,1113,8
5562,6359,5
5563,1518,9
5564,1819,15
5565,3166,8
5566,710,11
5567,949,10
5568,3951,1
5569,4169,6
5570,4426,7
5571,3299,13
5572,1882,4
5573,3041,5
5574,2575,3
5575,749,12
5576,1741,21
5577,3570,1
5578,4602,11
5579,1761,6
5580,4747,1
5581,5340,13
5582,1127,7
5583,1039,2
5584,3072,4
5585,604,9
5586,1816,9
5587,2994,5
5588,495,6
5589,1244,4
5590,6136,18
5591,3567,29
5592,4062,10
5593,2464,3
5594,1357,15
5595,127,2
5596,875,5
5597,5260,5
5598,3819,11
5599,3035,5
5600,4580,18
5601,6353,8
5602,5865,11
5603,3901,9
5604,802,11
5605,6244,6
5606,3342,6
5607,2250,4
5608,6298,1
5609,1185,4
5610,871,8
5611,2868,16
5612,2150,2
5613,37,11
5614,2120,8
5615,5486,15
5616,3715,5
5617,486,14
5618,1897,2
5619,2564,4
5620,3462,10
5621,2778,4
5622,151,8
5623,5410,4
5624,4663,3
5625,2259,5
5626,5789,10
5627,2534,12
5628,187,11
5629,3981,3
5630,4076,3
5631,5812,7
5632,4431,11
5633,1944,7
5634,6356,2
5635,5940,9
5636,4669,1
5637,4471,25
5638,1499,10
5639,4977,6
5640,584,3
5641,3651,7
5642,2925,2
5643,3228,7
5644,2409,7
5645,5603,9
5646,1418,8
5647,266,2
5648,6001,1
5649,1726,4
5650,4036,8
5651,6229,11
5652,2025,3
5653,93,4
5654,2081,1
5655,5504,4
5656,4603,8
5657,3832,2
5658,118,6
5659,4411,9
5660,4336,14
5661,3601,16
5662,2699,6
5663,5842,2
5664,2233,6
5665,3146,6
5666,4547,5
5667,899,6
5668,6059,10
5669,1243,13
5670,3911,2
5671,5806,4
5672,4504,15
5673,6045,7
5674,5612,6
5675,1097,11
5676,1478,7
5677,6396,8
5678,5897,13
5679,4136,2
5680,4446,11
5681,1750,5
5682,4343,4
5683,2909,13
5684,5898,6
5685,3704,1
5686,4147,7
5687,6225,4
5688,5922,8
5689,2350,1
5690,4374,6
5691,3572,2
5692,2810,5
5693,6528,7
5694,5240,6
5695,4989,1
5696,958,12
5697,811,9
5698,1751,11
5699,2811,6
5700,6375,1
5701,5164,2
5702,3054,6
5703,5592,1
5704,2704,4
5705,1508,6
5706,661,7
5707,1100,3
5708,4034,2
5709,4348,8
5710,3829,1
5711,6042,6
5712,3197,3
5713,2176,10
5714,4384,9
5715,2517,14
5716,800,15
5717,5877,10
5718,6228,6
5719,61,9
5720,1649,1
5721,295,4
5722,6458,2
5723,1789,7
5724,859,11
5725,1102,8
5726,5427,14
5727,572,6
5728,4248,3
5729,4344,7
5730,5173,3
5731,4586,6
5732,2808,15
5733,2839,3
5734,5130,4
5735,6109,3
5736,1875,6
5737,4698,4
5738,558,8
5739,3069,3
5740,3052,3
5741,5779,3
5742,6026,5
5743,4346,13
5744,4401,16
5745,6265,16
5746,4657,6
5747,3990,7
5748,1708,6
5749,5467,5
5750,5591,6
5751,1183,1
5752,3589,4
5753,2149,6
5754,6532,5
5755,6234,5
5756,5154,4
5757,5912,4
5758,5686,7
5759,608,2
5760,1359,5
5761,2732,2
5762,1923,7
5763,1063,6
5764,3574,3
5765,43,7
5766,4820,8
5767,2524,19
5768,4750,10
5769,3747,6
5770,451,2
5771,6075,6
5772,4637,6
5773,5247,1
5774,934,5
5775,1061,1
5776,2595,4
5777,6440,5
5778,4555,6
5779,6487,7
5780,3992,8
5781,4394,11
5782,6064,4
5783,2075,2
5784,4715,7
5785,5404,1
5786,3858,6
5787,5330,4
5788,4194,6
5789,3372,4
5790,2622,13
5791,5758,1
5792,1080,15
5793,330,1
5794,2331,10
5795,336,3
5796,3676,7
5797,3949,5
5798,1602,6
5799,1710,3
5800,4012,9
5801,2215,7
5802,2591,11
5803,102,2
5804,4228,4
5805,6349,1
5806,1982,11
5807,2471,2
5808,1754,3
5809,4757,2
5810,796,3
5811,4167,10
5812,5158,2
5813,3431,1
5814,3008,8
5815,4268,7
5816,1593,3
5817,5560,5
5818,1919,1
5819,5996,3
5820,760,3
5821,4754,8
5822,5439,4
5823,2448,2
5824,822,3
5825,6027,3
5826,2371,4
5827,3701,5
5828,1467,8
5829,2496,3
5830,4415,12
5831,287,14
5832,4443,13
5833,6037,6
5834,3293,4
5835,695,6
5836,6161,5
5837,5230,11
5838,3294,1
5839,6028,6
5840,4161,2
5841,1706,6
5842,288,11
5843,3097,2
5844,2758,10
5845,700,8
5846,1188,4
5847,3673,1
5848,5765,14
5849,2301,15
5850,5849,4
5851,1852,1
5852,3039,12
5853,442,10
5854,4689,3
5855,1146,6
5856,2044,2
5857,2545,1
5858,6095,5
5859,2918,6
5860,4082,1
5861,1721,2
5862,959,4
5863,4013,2
5864,6076,3
5865,5122,2
5866,4664,16
5867,5418,8
5868,260,6
5869,6449,8
5870,4092,8
5871,6215,5
5872,3106,3
5873,3244,2
5874,2387,7
5875,6291,3
5876,6519,4
5877,3308,3
5878,930,5
5879,3672,5
5880,3725,3
5881,2584,2
5882,2579,1
5883,4862,4
5884,1683,1
5885,5072,6
5886,1700,2
5887,1287,3
5888,863,3
5889,4665,9
5890,3230,2
5891,3718,5
5892,394,7
5893,4535,3
5894,2721,14
5895,2594,1
5896,1966,5
5897,5908,5
5898,1175,1
5899,220,11
5900,2166,1
5901,77,5
5902,3801,3
5903,3476,2
5904,1675,2
5905,1495,19
5906,6292,3
5907,1756,6
5908,6036,4
5909,1229,1
5910,482,1
5911,4315,3
5912,1145,1
5913,1308,4
5914,3809,4
5915,2440,1
5916,5049,5
5917,6184,4
5918,4016,5
5919,1099,4
5920,3947,3
5921,4617,6
5922,193,2
5923,5564,3
5924,4803,4
5925,160,9
5926,3056,4
5927,2475,1
5928,1116,2
5929,5769,5
5930,1225,6
5931,234,2
5932,3424,2
5933,2506,4
5934,6322,11
5935,1941,5
5936,2423,5
5937,6155,2
5938,3905,1
5939,1144,6
5940,163,2
5941,4634,2
5942,5688,5
5943,4089,2
5944,1676,3
5945,6299,4
5946,1189,1
5947,5006,4
5948,617,2
5949,1584,2
5950,1623,1
5951,5155,1
5952,1576,3
5953,5759,5
5954,872,9
5955,6383,1
5956,97,2
5957,4987,2
5958,3215,7
5959,4318,7
5960,106,1
5961,1453,1
5962,4799,1
5963,4860,2
5964,3050,2
5965,2695,2
5966,3104,5
5967,6529,3
5968,912,2
5969,3042,3
5970,2489,4
5971,2730,4
5972,3766,9
5973,4673,5
5974,6211,4
5975,3633,4
5976,4148,4
5977,5435,2
5978,770,1
5979,3695,8
5980,603,1
5981,831,3
5982,3337,4
5983,2865,1
5984,4352,2
5985,1415,4
5986,1592,3
5987,574,7
5988,984,7
5989,6549,8
5990,1297,1
5991,328,6
5992,1237,3
5993,5914,5
5994,5547,5
5995,5955,3
5996,4710,4
5997,3948,1
5998,6313,4
5999,3603,2
6000,1289,1
6001,57,2
6002,124,7
6003,5525,4
6004,4644,6
6005,4285,2
6006,387,1
6007,1071,1
6008,2860,4
6009,467,3
6010,5799,2
6011,1133,1
6012,4003,2
6013,4445,3
6014,399,3
6015,5733,4
6016,5433,4
6017,1177,1
6018,3611,2
6019,110,2
6020,1832,6
6021,6439,1
6022,4582,4
6023,5478,2
6024,4095,3
6025,5438,3
6026,953,3
6027,6306,1
6028,5098,3
6029,3956,2
6030,4098,4
6031,5464,5
6032,4084,8
6033,232,3
6034,188,1
6035,4876,1
6036,4452,1
6037,5334,1
6038,2491,1
6039,3863,9
6040,4128,3
6041,4870,4
6042,553,3
6043,2553,2
6044,799,1
6045,5667,1
6046,5352,1
6047,1474,1
6048,4362,1
6049,988,2
6050,403,3
6051,3300,3
6052,4573,4
6053,4488,1
6054,5459,1
6055,578,3
6056,1406,1
6057,5767,6
6058,5581,1
6059,1019,1
6060,5324,1
6061,3853,1
6062,2959,3
6063,3509,5
6064,2768,1
6065,4491,1
6066,5184,1
6067,838,1
6068,3628,1
6069,2866,1
6070,439,7
6071,6061,1
6072,6147,4
6073,2863,2
6074,2236,2
6075,1829,5
6076,2252,3
6077,1609,3
6078,2238,3
6079,3784,3
6080,1671,2
6081,4398,2
6082,3339,4
6083,3687,7
6084,5693,2
6085,2290,1
6086,5608,3
6087,3618,1
6088,1386,1
6089,2838,1
6090,2624,5
6091,3724,2
6092,4945,6
6093,1011,2
6094,3594,4
6095,4334,1
6096,3940,3
6097,3762,1
6098,258,5
6099,4705,1
6100,1245,1
6101,2015,1
6102,1334,1
6103,4740,1
6104,1634,1
6105,1455,1
6106,2807,1
6107,3497,4
6108,182,1
6109,1636,2
6110,588,2
6111,2760,6
6112,2446,3
6113,3898,3
6114,4686,1
6115,3907,1
6116,2425,4
6117,4015,1
6118,3655,2
6119,94,2
6120,3682,2
6121,2280,1
6122,1795,1
6123,881,2
6124,2272,4
6125,3511,2
6126,4359,1
6127,1791,3
6128,2171,2
6129,3944,2
6130,6138,4
6131,2003,2
6132,1929,1
6133,1110,1
6134,1050,1
6135,5959,2
6136,5360,1
6137,2412,1
6138,5255,2
6139,5749,1
6140,5631,2
6141,484,1
6142,2386,2
6143,4509,4
6144,11,3
6145,2263,1
6146,6069,1
6147,4008,1
6148,6554,1
6149,1094,3
6150,4685,2
6151,5365,4
6152,4625,4
6153,669,1
6154,995,1
6155,6288,2
6156,4321,2
6157,4886,2
6158,5228,2
6159,947,4
6160,2341,1
6161,29,2
6162,3483,1
6163,2975,1
6164,28,1
6165,1977,1
6166,5221,1
6167,3221,1
6168,6140,1
6169,2774,1
6170,2542,2
6171,63,1
6172,3585,1
6173,1583,1
6174,4484,2
6175,1489,2
6176,3937,1
6177,5186,1
6178,6197,1
6179,4833,2
6180,3559,2
6181,4844,1
6182,6186,1
6183,2827,1
6184,6023,1
6185,1554,1
6186,142,1
6187,4127,1
6188,5696,1
6189,454,1
6190,5091,1
6191,413,1
6192,1009,1
6193,1504,4
6194,5480,1
6195,3271,1
6196,4139,1
6197,1682,1
6198,1690,1
6199,1924,4
6200,1262,2
6201,2157,1
6202,3324,1
6203,2864,1
6204,4080,1
6205,5262,1
6206,6034,1
6207,1855,1
6208,4462,2
6209,1808,1
6210,374,1
6211,5475,2
6212,5848,1
6213,2900,1
6214,4379,1
6215,552,1
6216,6289,1
6217,4993,1
6218,1979,1
6219,500,1
6220,2193,1
6221,1302,1
6222,3896,1
6223,5305,1
6224,4943,1
6225,570,1
